stime	etime	text
00:17:24.390	00:17:24.400 align:start position:0%	en som är starkt negativ
00:17:24.400	00:17:34.710 align:start position:0%	en som är starkt negativ
00:17:34.710	00:17:34.720 align:start position:0%	 
00:17:34.720	00:17:36.470 align:start position:0%	 
00:17:36.470	00:17:36.480 align:start position:0%	så
00:17:36.480	00:17:38.630 align:start position:0%	så
00:17:38.630	00:17:38.640 align:start position:0%	och sedan finns det också lite
00:17:38.640	00:17:40.870 align:start position:0%	och sedan finns det också lite
00:17:40.870	00:17:40.880 align:start position:0%	bakgrund  frågor när vi
00:17:40.880	00:17:42.150 align:start position:0%	bakgrund  frågor när vi
00:17:42.150	00:17:42.160 align:start position:0%	faktiskt
00:17:42.160	00:17:47.669 align:start position:0%	faktiskt
00:17:47.669	00:17:47.679 align:start position:0%	 
00:17:47.679	00:17:50.230 align:start position:0%	 
00:17:50.230	00:17:50.240 align:start position:0%	så det första vi behöver göra för att
00:17:50.240	00:17:52.390 align:start position:0%	så det första vi behöver göra för att
00:17:52.390	00:17:52.400 align:start position:0%	kunna arbeta med dessa filer är att vi
00:17:52.400	00:17:55.669 align:start position:0%	kunna arbeta med dessa filer är att vi
00:17:55.669	00:17:55.679 align:start position:0%	måste kopiera dem till vår egen
00:17:55.679	00:17:57.270 align:start position:0%	måste kopiera dem till vår egen
00:17:57.270	00:17:57.280 align:start position:0%	google drive
00:17:57.280	00:18:00.070 align:start position:0%	google drive
00:18:00.070	00:18:00.080 align:start position:0%	så just nu när du öppnar den
00:18:00.080	00:18:02.630 align:start position:0%	så just nu när du öppnar den
00:18:02.630	00:18:02.640 align:start position:0%	här länken kan du prova  se under
00:18:02.640	00:18:05.510 align:start position:0%	här länken kan du prova  se under
00:18:05.510	00:18:05.520 align:start position:0%	ägare att jag är ägare till alla dessa
00:18:05.520	00:18:06.470 align:start position:0%	ägare att jag är ägare till alla dessa
00:18:06.470	00:18:06.480 align:start position:0%	filer
00:18:06.480	00:18:08.470 align:start position:0%	filer
00:18:08.470	00:18:08.480 align:start position:0%	och det betyder att
00:18:08.480	00:18:10.070 align:start position:0%	och det betyder att
00:18:10.070	00:18:10.080 align:start position:0%	du inte kan
00:18:10.080	00:18:12.390 align:start position:0%	du inte kan
00:18:12.390	00:18:12.400 align:start position:0%	redigera dem
00:18:12.400	00:18:14.710 align:start position:0%	redigera dem
00:18:14.710	00:18:14.720 align:start position:0%	så det första vi kommer att göra är att
00:18:14.720	00:18:16.630 align:start position:0%	så det första vi kommer att göra är att
00:18:16.630	00:18:16.640 align:start position:0%	jag bara
00:18:16.640	00:18:20.150 align:start position:0%	jag bara
00:18:20.150	00:18:20.160 align:start position:0%	klickar och drar för att välja alla filerna
00:18:20.160	00:18:22.310 align:start position:0%	klickar och drar för att välja alla filerna
00:18:22.310	00:18:22.320 align:start position:0%	och sedan gör jag en kopia
00:18:22.320	00:18:23.669 align:start position:0%	och sedan gör jag en kopia
00:18:23.669	00:18:23.679 align:start position:0%	av  dessa filer
00:18:23.679	00:18:26.950 align:start position:0%	av  dessa filer
00:18:26.950	00:18:26.960 align:start position:0%	som jag kan arbeta med
00:18:26.960	00:18:29.350 align:start position:0%	som jag kan arbeta med
00:18:29.350	00:18:29.360 align:start position:0%	så jag ska högerklicka på alla dessa
00:18:29.360	00:18:31.830 align:start position:0%	så jag ska högerklicka på alla dessa
00:18:31.830	00:18:31.840 align:start position:0%	filer som jag har valt
00:18:31.840	00:18:40.630 align:start position:0%	filer som jag har valt
00:18:40.630	00:18:40.640 align:start position:0%	 
00:18:40.640	00:18:43.990 align:start position:0%	 
00:18:43.990	00:18:44.000 align:start position:0%	och nu kopierar google drive dessa
00:18:44.000	00:18:47.190 align:start position:0%	och nu kopierar google drive dessa
00:18:47.190	00:18:47.200 align:start position:0%	sex filer från den delade mappen
00:18:47.200	00:18:49.590 align:start position:0%	sex filer från den delade mappen
00:18:49.590	00:18:49.600 align:start position:0%	till min egen
00:18:49.600	00:18:51.430 align:start position:0%	till min egen
00:18:51.430	00:18:51.440 align:start position:0%	eh google drive
00:18:51.440	00:18:53.110 align:start position:0%	eh google drive
00:18:53.110	00:18:53.120 align:start position:0%	och vart tog de vägen
00:18:53.120	00:18:56.390 align:start position:0%	och vart tog de vägen
00:18:56.390	00:18:56.400 align:start position:0%	eh de borde hamna här under
00:18:56.400	00:18:59.909 align:start position:0%	eh de borde hamna här under
00:18:59.909	00:18:59.919 align:start position:0%	 
00:18:59.919	00:19:02.710 align:start position:0%	 
00:19:02.710	00:19:02.720 align:start position:0%	så här har jag mina kopior och för att göra
00:19:02.720	00:19:05.190 align:start position:0%	så här har jag mina kopior och för att göra
00:19:05.190	00:19:05.200 align:start position:0%	saker lite mer organiserade ska
00:19:05.200	00:19:07.909 align:start position:0%	saker lite mer organiserade ska
00:19:07.909	00:19:07.919 align:start position:0%	 
00:19:07.919	00:19:10.070 align:start position:0%	 
00:19:10.070	00:19:10.080 align:start position:0%	välja alla och lägga dem i en
00:19:10.080	00:19:13.430 align:start position:0%	välja alla och lägga dem i en
00:19:13.430	00:19:13.440 align:start position:0%	 
00:19:13.440	00:19:17.510 align:start position:0%	 
00:19:17.510	00:19:17.520 align:start position:0%	så nu  experimentfilerna finns
00:19:17.520	00:19:19.909 align:start position:0%	så nu  experimentfilerna finns
00:19:19.909	00:19:19.919 align:start position:0%	i den här mappen på min enhet och nu kan jag
00:19:19.919	00:19:22.390 align:start position:0%	i den här mappen på min enhet och nu kan jag
00:19:22.390	00:19:22.400 align:start position:0%	redigera dessa för
00:19:22.400	00:19:25.350 align:start position:0%	redigera dessa för
00:19:25.350	00:19:25.360 align:start position:0%	nu har ägaren ändrats så
00:19:25.360	00:19:29.110 align:start position:0%	nu har ägaren ändrats så
00:19:29.110	00:19:29.120 align:start position:0%	nu kan jag göra vad jag vill med dessa
00:19:29.120	00:19:32.549 align:start position:0%	nu kan jag göra vad jag vill med dessa
00:19:32.549	00:19:32.559 align:start position:0%	 
00:19:32.559	00:19:34.630 align:start position:0%	 
00:19:34.630	00:19:34.640 align:start position:0%	så om jag går vidare och
00:19:34.640	00:19:37.190 align:start position:0%	så om jag går vidare och
00:19:37.190	00:19:37.200 align:start position:0%	öppnar formuläret igen
00:19:37.200	00:19:39.510 align:start position:0%	öppnar formuläret igen
00:19:39.510	00:19:39.520 align:start position:0%	kommer du att se att nu kan jag  redigera
00:19:39.520	00:19:41.430 align:start position:0%	kommer du att se att nu kan jag  redigera
00:19:41.430	00:19:41.440 align:start position:0%	alla grejer
00:19:41.440	00:19:44.070 align:start position:0%	alla grejer
00:19:44.070	00:19:44.080 align:start position:0%	så nu kan jag börja ändra texten
00:19:44.080	00:19:47.270 align:start position:0%	så nu kan jag börja ändra texten
00:19:47.270	00:19:49.110 align:start position:0%	henne  e eller bilderna här borta
00:19:49.110	00:19:49.120 align:start position:0%	 
00:19:49.120	00:19:56.230 align:start position:0%	 
00:19:56.230	00:19:56.240 align:start position:0%	 
00:19:56.240	00:19:58.310 align:start position:0%	 
00:19:58.310	00:19:58.320 align:start position:0%	och det första vi behöver göra är
00:19:58.320	00:20:00.710 align:start position:0%	och det första vi behöver göra är
00:20:00.710	00:20:00.720 align:start position:0%	att skapa en exakt
00:20:00.720	00:20:02.789 align:start position:0%	att skapa en exakt
00:20:02.789	00:20:02.799 align:start position:0%	kopia av detta formulär
00:20:02.799	00:20:05.029 align:start position:0%	kopia av detta formulär
00:20:05.029	00:20:05.039 align:start position:0%	där vi kan presentera vårt
00:20:05.039	00:20:08.710 align:start position:0%	där vi kan presentera vårt
00:20:08.710	00:20:08.720 align:start position:0%	behandlingstillstånd så att vi kan se här att vi har en
00:20:08.720	00:20:10.310 align:start position:0%	behandlingstillstånd så att vi kan se här att vi har en
00:20:10.310	00:20:10.320 align:start position:0%	bannerannons
00:20:10.320	00:20:12.390 align:start position:0%	bannerannons
00:20:12.390	00:20:12.400 align:start position:0%	utan något mer
00:20:12.400	00:20:15.029 align:start position:0%	utan något mer
00:20:15.029	00:20:15.039 align:start position:0%	vi vill att vår hypotes är att om vi
00:20:15.039	00:20:16.149 align:start position:0%	vi vill att vår hypotes är att om vi
00:20:16.149	00:20:16.159 align:start position:0%	lägger till en
00:20:16.159	00:20:19.190 align:start position:0%	lägger till en
00:20:19.190	00:20:19.200 align:start position:0%	bild av ett ansikte här en person
00:20:19.200	00:20:21.430 align:start position:0%	bild av ett ansikte här en person
00:20:21.430	00:20:21.440 align:start position:0%	kommer vi att generera mer positiva attityder
00:20:21.440	00:20:24.789 align:start position:0%	kommer vi att generera mer positiva attityder
00:20:24.789	00:20:24.799 align:start position:0%	 
00:20:24.799	00:20:26.789 align:start position:0%	 
00:20:26.789	00:20:26.799 align:start position:0%	så det första vi gör är att vi gör
00:20:26.799	00:20:31.669 align:start position:0%	så det första vi gör är att vi gör
00:20:31.669	00:20:31.679 align:start position:0%	 
00:20:31.679	00:20:33.830 align:start position:0%	 
00:20:33.830	00:20:33.840 align:start position:0%	och
00:20:33.840	00:20:35.350 align:start position:0%	och
00:20:35.350	00:20:35.360 align:start position:0%	du kan högerklicka
00:20:35.360	00:20:37.830 align:start position:0%	du kan högerklicka
00:20:37.830	00:20:37.840 align:start position:0%	 
00:20:37.840	00:20:39.750 align:start position:0%	 
00:20:39.750	00:20:39.760 align:start position:0%	och du kan skapa
00:20:39.760	00:20:43.669 align:start position:0%	och du kan skapa
00:20:43.669	00:20:43.679 align:start position:0%	 
00:20:43.679	00:20:46.830 align:start position:0%	 
00:20:46.830	00:20:46.840 align:start position:0%	och nu har du en kopia av en kopia
00:20:46.840	00:20:49.430 align:start position:0%	och nu har du en kopia av en kopia
00:20:49.430	00:20:49.440 align:start position:0%	så
00:20:49.440	00:20:52.630 align:start position:0%	så
00:20:52.630	00:20:52.640 align:start position:0%	jag kommer att gå vidare och faktiskt ändra
00:20:52.640	00:20:55.029 align:start position:0%	jag kommer att gå vidare och faktiskt ändra
00:20:55.029	00:20:55.039 align:start position:0%	namnet på denna
00:20:55.039	00:20:57.110 align:start position:0%	namnet på denna
00:20:57.110	00:20:57.120 align:start position:0%	så jag kommer att kalla
00:20:57.120	00:21:05.909 align:start position:0%	så jag kommer att kalla
00:21:05.909	00:21:05.919 align:start position:0%	 
00:21:05.919	00:21:08.710 align:start position:0%	 
00:21:08.710	00:21:08.720 align:start position:0%	så det här är den första delen
00:21:08.720	00:21:11.430 align:start position:0%	så det här är den första delen
00:21:11.430	00:21:11.440 align:start position:0%	du behöver ha dessa två olika
00:21:11.440	00:21:13.110 align:start position:0%	du behöver ha dessa två olika
00:21:13.110	00:21:13.120 align:start position:0%	google-formulär
00:21:13.120	00:21:15.190 align:start position:0%	google-formulär
00:21:15.190	00:21:15.200 align:start position:0%	som kommer att ligga till grund för ditt
00:21:15.200	00:21:17.750 align:start position:0%	som kommer att ligga till grund för ditt
00:21:17.750	00:21:17.760 align:start position:0%	experiment
00:21:17.760	00:21:22.230 align:start position:0%	experiment
00:21:22.230	00:21:22.240 align:start position:0%	så det här fanns redan i filerna
00:21:22.240	00:21:24.470 align:start position:0%	så det här fanns redan i filerna
00:21:24.470	00:21:24.480 align:start position:0%	och det här skapade jag nu genom att kopiera
00:21:24.480	00:21:26.149 align:start position:0%	och det här skapade jag nu genom att kopiera
00:21:26.149	00:21:26.159 align:start position:0%	det första
00:21:26.159	00:21:27.990 align:start position:0%	det första
00:21:27.990	00:21:28.000 align:start position:0%	så låt oss gå vidare och öppna det andra
00:21:28.000	00:21:28.710 align:start position:0%	så låt oss gå vidare och öppna det andra
00:21:28.710	00:21:28.720 align:start position:0%	 
00:21:28.720	00:21:34.630 align:start position:0%	 
00:21:34.630	00:21:34.640 align:start position:0%	 
00:21:34.640	00:21:37.029 align:start position:0%	 
00:21:37.029	00:21:37.039 align:start position:0%	och här har vi samma sak som  vi
00:21:37.039	00:21:38.789 align:start position:0%	och här har vi samma sak som  vi
00:21:38.789	00:21:38.799 align:start position:0%	tittade precis på
00:21:38.799	00:21:41.029 align:start position:0%	tittade precis på
00:21:41.029	00:21:41.039 align:start position:0%	och det är bra eftersom vi bara vill
00:21:41.039	00:21:42.230 align:start position:0%	och det är bra eftersom vi bara vill
00:21:42.230	00:21:42.240 align:start position:0%	ändra
00:21:42.240	00:21:44.390 align:start position:0%	ändra
00:21:44.390	00:21:44.400 align:start position:0%	en sak i
00:21:44.400	00:21:46.710 align:start position:0%	en sak i
00:21:46.710	00:21:46.720 align:start position:0%	experimentet för att kunna säga att
00:21:46.720	00:21:49.270 align:start position:0%	experimentet för att kunna säga att
00:21:49.270	00:21:49.280 align:start position:0%	det faktiskt bara var den här saken
00:21:49.280	00:21:55.830 align:start position:0%	det faktiskt bara var den här saken
00:21:55.830	00:21:55.840 align:start position:0%	 
00:21:55.840	00:22:00.310 align:start position:0%	 
00:22:00.310	00:22:00.320 align:start position:0%	så här kan vi välja den här bilden
00:22:00.320	00:22:02.390 align:start position:0%	så här kan vi välja den här bilden
00:22:02.390	00:22:02.400 align:start position:0%	och vi kan
00:22:02.400	00:22:05.350 align:start position:0%	och vi kan
00:22:05.350	00:22:05.360 align:start position:0%	ersätta den med  annan bild så att du
00:22:05.360	00:22:07.510 align:start position:0%	ersätta den med  annan bild så att du
00:22:07.510	00:22:07.520 align:start position:0%	kan göra detta genom att klicka på bilden och
00:22:07.520	00:22:08.390 align:start position:0%	kan göra detta genom att klicka på bilden och
00:22:08.390	00:22:08.400 align:start position:0%	sedan
00:22:08.400	00:22:12.310 align:start position:0%	sedan
00:22:12.310	00:22:12.320 align:start position:0%	 
00:22:12.320	00:22:15.750 align:start position:0%	 
00:22:15.750	00:22:15.760 align:start position:0%	ikonen och i det här fallet tillhandahöll jag
00:22:15.760	00:22:16.549 align:start position:0%	ikonen och i det här fallet tillhandahöll jag
00:22:16.549	00:22:16.559 align:start position:0%	den
00:22:16.559	00:22:17.990 align:start position:0%	den
00:22:17.990	00:22:18.000 align:start position:0%	andra
00:22:18.000	00:22:20.470 align:start position:0%	andra
00:22:20.470	00:22:20.480 align:start position:0%	stimulansen eller den andra bannerannonsen
00:22:20.480	00:22:21.909 align:start position:0%	stimulansen eller den andra bannerannonsen
00:22:21.909	00:22:21.919 align:start position:0%	som vi kommer att använda
00:22:21.919	00:22:24.149 align:start position:0%	som vi kommer att använda
00:22:24.149	00:22:24.159 align:start position:0%	som behandling och den finns i min Google
00:22:24.159	00:22:27.190 align:start position:0%	som behandling och den finns i min Google
00:22:27.190	00:22:27.200 align:start position:0%	 
00:22:27.200	00:22:32.630 align:start position:0%	 
00:22:32.630	00:22:32.640 align:start position:0%	 
00:22:32.640	00:22:35.350 align:start position:0%	 
00:22:35.350	00:22:35.360 align:start position:0%	 
00:22:35.360	00:22:37.430 align:start position:0%	 
00:22:37.430	00:22:37.440 align:start position:0%	precis bredvid den första
00:22:37.440	00:22:39.590 align:start position:0%	precis bredvid den första
00:22:39.590	00:22:39.600 align:start position:0%	så här har jag mitt behandlingstillstånd
00:22:39.600	00:22:41.909 align:start position:0%	så här har jag mitt behandlingstillstånd
00:22:41.909	00:22:41.919 align:start position:0%	som är en bannerannons
00:22:41.919	00:22:44.390 align:start position:0%	som är en bannerannons
00:22:44.390	00:22:44.400 align:start position:0%	där vi har manipulerat
00:22:44.400	00:22:47.350 align:start position:0%	där vi har manipulerat
00:22:47.350	00:22:47.360 align:start position:0%	den för att även innehålla ett ansikte
00:22:47.360	00:22:49.190 align:start position:0%	den för att även innehålla ett ansikte
00:22:49.190	00:22:49.200 align:start position:0%	så att du bara kan klicka på den
00:22:49.200	00:22:57.110 align:start position:0%	så att du bara kan klicka på den
00:22:57.110	00:22:57.120 align:start position:0%	 
00:22:57.120	00:22:58.870 align:start position:0%	 
00:22:58.870	00:22:58.880 align:start position:0%	och nu  har i princip mina två
00:22:58.880	00:23:01.190 align:start position:0%	och nu  har i princip mina två
00:23:01.190	00:23:01.200 align:start position:0%	tillstånd så det enda som
00:23:01.200	00:23:03.190 align:start position:0%	tillstånd så det enda som
00:23:03.190	00:23:03.200 align:start position:0%	skiljer sig mellan dessa två former är
00:23:03.200	00:23:07.190 align:start position:0%	skiljer sig mellan dessa två former är
00:23:07.190	00:23:07.200 align:start position:0%	att jag nu har en bannerannons med
00:23:07.200	00:23:10.950 align:start position:0%	att jag nu har en bannerannons med
00:23:10.950	00:23:10.960 align:start position:0%	 
00:23:10.960	00:23:12.950 align:start position:0%	 
00:23:12.950	00:23:12.960 align:start position:0%	och detta är väldigt viktigt för
00:23:12.960	00:23:15.110 align:start position:0%	och detta är väldigt viktigt för
00:23:15.110	00:23:15.120 align:start position:0%	att kunna
00:23:15.120	00:23:18.390 align:start position:0%	att kunna
00:23:18.390	00:23:18.400 align:start position:0%	säga l  ater på när jag analyserar resultaten
00:23:18.400	00:23:21.750 align:start position:0%	säga l  ater på när jag analyserar resultaten
00:23:21.750	00:23:21.760 align:start position:0%	som faktiskt är den här förändringen som orsakade
00:23:21.760	00:23:28.870 align:start position:0%	som faktiskt är den här förändringen som orsakade
00:23:28.870	00:23:28.880 align:start position:0%	 
00:23:28.880	00:23:29.990 align:start position:0%	 
00:23:29.990	00:23:30.000 align:start position:0%	okej
00:23:30.000	00:23:30.870 align:start position:0%	okej
00:23:30.870	00:23:30.880 align:start position:0%	så
00:23:30.880	00:23:32.710 align:start position:0%	så
00:23:32.710	00:23:32.720 align:start position:0%	nästa steg
00:23:32.720	00:23:35.350 align:start position:0%	nästa steg
00:23:35.350	00:23:35.360 align:start position:0%	nu har vi två formulär men vad som händer
00:23:35.360	00:23:37.190 align:start position:0%	nu har vi två formulär men vad som händer
00:23:37.190	00:23:37.200 align:start position:0%	med vår data
00:23:37.200	00:23:40.149 align:start position:0%	med vår data
00:23:40.149	00:23:40.159 align:start position:0%	måste vi länka dessa formulär
00:23:40.159	00:23:42.390 align:start position:0%	måste vi länka dessa formulär
00:23:42.390	00:23:42.400 align:start position:0%	till
00:23:42.400	00:23:44.950 align:start position:0%	till
00:23:44.950	00:23:44.960 align:start position:0%	ett kalkylblad som samlar in alla
00:23:44.960	00:23:47.029 align:start position:0%	ett kalkylblad som samlar in alla
00:23:47.029	00:23:47.039 align:start position:0%	svar
00:23:47.039	00:23:49.269 align:start position:0%	svar
00:23:49.269	00:23:49.279 align:start position:0%	så jag går tillbaka  till
00:23:49.279	00:23:50.549 align:start position:0%	så jag går tillbaka  till
00:23:50.549	00:23:50.559 align:start position:0%	mitt
00:23:50.559	00:23:54.870 align:start position:0%	mitt
00:23:54.870	00:23:54.880 align:start position:0%	kontrollskick mitt kontrollformulär
00:23:54.880	00:23:57.590 align:start position:0%	kontrollskick mitt kontrollformulär
00:23:57.590	00:23:57.600 align:start position:0%	och nu ska jag använda
00:23:57.600	00:24:00.470 align:start position:0%	och nu ska jag använda
00:24:00.470	00:24:00.480 align:start position:0%	 
00:24:00.480	00:24:02.230 align:start position:0%	 
00:24:02.230	00:24:02.240 align:start position:0%	här uppe
00:24:02.240	00:24:05.110 align:start position:0%	här uppe
00:24:05.110	00:24:05.120 align:start position:0%	som heter skicka
00:24:05.120	00:24:06.870 align:start position:0%	som heter skicka
00:24:06.870	00:24:06.880 align:start position:0%	och förresten
00:24:06.880	00:24:09.110 align:start position:0%	och förresten
00:24:09.110	00:24:09.120 align:start position:0%	eh såklart är det viktigt att du
00:24:09.120	00:24:11.669 align:start position:0%	eh såklart är det viktigt att du
00:24:11.669	00:24:11.679 align:start position:0%	är inloggad på ditt googlekonto eh
00:24:11.679	00:24:13.269 align:start position:0%	är inloggad på ditt googlekonto eh
00:24:13.269	00:24:13.279 align:start position:0%	när du gör denna
00:24:13.279	00:24:15.190 align:start position:0%	när du gör denna
00:24:15.190	00:24:15.200 align:start position:0%	 
00:24:15.200	00:24:18.230 align:start position:0%	 
00:24:18.230	00:24:18.240 align:start position:0%	workshop ifall jag glömde berätta  du innan så
00:24:18.240	00:24:20.549 align:start position:0%	workshop ifall jag glömde berätta  du innan så
00:24:20.549	00:24:20.559 align:start position:0%	just nu kommer vi att använda den här skicka-
00:24:20.559	00:24:22.149 align:start position:0%	just nu kommer vi att använda den här skicka-
00:24:22.149	00:24:22.159 align:start position:0%	knappen
00:24:22.159	00:24:25.750 align:start position:0%	knappen
00:24:25.750	00:24:25.760 align:start position:0%	förlåt ii faktiskt ligger
00:24:25.760	00:24:28.950 align:start position:0%	förlåt ii faktiskt ligger
00:24:28.950	00:24:28.960 align:start position:0%	jag steget före här så vi
00:24:28.960	00:24:31.110 align:start position:0%	jag steget före här så vi
00:24:31.110	00:24:31.120 align:start position:0%	ska faktiskt ta reda på hur vi tar
00:24:31.120	00:24:33.350 align:start position:0%	ska faktiskt ta reda på hur vi tar
00:24:33.350	00:24:33.360 align:start position:0%	hand om svaren
00:24:33.360	00:24:35.029 align:start position:0%	hand om svaren
00:24:35.029	00:24:35.039 align:start position:0%	först
00:24:35.039	00:24:37.269 align:start position:0%	först
00:24:37.269	00:24:37.279 align:start position:0%	och svaren
00:24:37.279	00:24:38.630 align:start position:0%	och svaren
00:24:38.630	00:24:38.640 align:start position:0%	finns här
00:24:38.640	00:24:41.990 align:start position:0%	finns här
00:24:41.990	00:24:42.000 align:start position:0%	på den här fliken på  formuläret så
00:24:42.000	00:24:45.590 align:start position:0%	på den här fliken på  formuläret så
00:24:45.590	00:24:45.600 align:start position:0%	återigen är jag i mitt kontrollformulär
00:24:45.600	00:24:46.950 align:start position:0%	återigen är jag i mitt kontrollformulär
00:24:46.950	00:24:46.960 align:start position:0%	och jag vill
00:24:46.960	00:24:49.190 align:start position:0%	och jag vill
00:24:49.190	00:24:49.200 align:start position:0%	berätta för Google Documents vad som kommer att
00:24:49.200	00:24:53.029 align:start position:0%	berätta för Google Documents vad som kommer att
00:24:53.029	00:24:53.039 align:start position:0%	hända med mina svar
00:24:53.039	00:24:55.430 align:start position:0%	hända med mina svar
00:24:55.430	00:24:55.440 align:start position:0%	så nu måste jag peka på
00:24:55.440	00:24:57.590 align:start position:0%	så nu måste jag peka på
00:24:57.590	00:24:57.600 align:start position:0%	ett google-kalkylblad och jag kommer att använda
00:24:57.600	00:25:00.070 align:start position:0%	ett google-kalkylblad och jag kommer att använda
00:25:00.070	00:25:00.080 align:start position:0%	dessa tre prickar
00:25:00.080	00:25:02.870 align:start position:0%	dessa tre prickar
00:25:02.870	00:25:02.880 align:start position:0%	i det övre högra hörnet för
00:25:02.880	00:25:09.669 align:start position:0%	i det övre högra hörnet för
00:25:09.669	00:25:09.679 align:start position:0%	 
00:25:09.679	00:25:11.510 align:start position:0%	 
00:25:11.510	00:25:11.520 align:start position:0%	och i det här fallet
00:25:11.520	00:25:14.470 align:start position:0%	och i det här fallet
00:25:14.470	00:25:14.480 align:start position:0%	kommer jag att använda ett befintligt kalkylblad
00:25:14.480	00:25:16.789 align:start position:0%	kommer jag att använda ett befintligt kalkylblad
00:25:16.789	00:25:16.799 align:start position:0%	så att du kan gå vidare och klicka på den här
00:25:16.799	00:25:19.669 align:start position:0%	så att du kan gå vidare och klicka på den här
00:25:19.669	00:25:19.679 align:start position:0%	 
00:25:19.679	00:25:20.630 align:start position:0%	 
00:25:20.630	00:25:20.640 align:start position:0%	och
00:25:20.640	00:25:24.789 align:start position:0%	och
00:25:24.789	00:25:24.799 align:start position:0%	 
00:25:24.799	00:25:27.830 align:start position:0%	 
00:25:27.830	00:25:27.840 align:start position:0%	och sedan frågar Google-dokumentet mig vilket
00:25:27.840	00:25:30.390 align:start position:0%	och sedan frågar Google-dokumentet mig vilket
00:25:30.390	00:25:30.400 align:start position:0%	kalkylblad jag vill lägga mina
00:25:30.400	00:25:33.029 align:start position:0%	kalkylblad jag vill lägga mina
00:25:33.029	00:25:33.039 align:start position:0%	svar i
00:25:33.039	00:25:35.029 align:start position:0%	svar i
00:25:35.029	00:25:35.039 align:start position:0%	och
00:25:35.039	00:25:40.310 align:start position:0%	och
00:25:40.310	00:25:40.320 align:start position:0%	 
00:25:40.320	00:25:43.029 align:start position:0%	 
00:25:43.029	00:25:43.039 align:start position:0%	experimentfiler så alla har
00:25:43.039	00:25:44.149 align:start position:0%	experimentfiler så alla har
00:25:44.149	00:25:44.159 align:start position:0%	något
00:25:44.159	00:25:46.870 align:start position:0%	något
00:25:46.870	00:25:46.880 align:start position:0%	att göra med kopia i filnamnet
00:25:46.880	00:25:51.110 align:start position:0%	att göra med kopia i filnamnet
00:25:51.110	00:25:51.120 align:start position:0%	 
00:25:51.120	00:25:55.269 align:start position:0%	 
00:25:55.269	00:25:55.279 align:start position:0%	 
00:25:55.279	00:25:58.630 align:start position:0%	 
00:25:58.630	00:25:58.640 align:start position:0%	okej nu har jag kopplat ett av
00:25:58.640	00:26:01.750 align:start position:0%	okej nu har jag kopplat ett av
00:26:01.750	00:26:01.760 align:start position:0%	formulären till min
00:26:01.760	00:26:06.390 align:start position:0%	formulären till min
00:26:06.390	00:26:06.400 align:start position:0%	 
00:26:06.400	00:26:09.110 align:start position:0%	 
00:26:09.110	00:26:09.120 align:start position:0%	så nu måste jag göra exakt samma sak
00:26:09.120	00:26:10.630 align:start position:0%	så nu måste jag göra exakt samma sak
00:26:10.630	00:26:10.640 align:start position:0%	för
00:26:10.640	00:26:12.870 align:start position:0%	för
00:26:12.870	00:26:12.880 align:start position:0%	behandlingstillståndet
00:26:12.880	00:26:14.870 align:start position:0%	behandlingstillståndet
00:26:14.870	00:26:14.880 align:start position:0%	så det här är behandlingen här vi har
00:26:14.880	00:26:17.190 align:start position:0%	så det här är behandlingen här vi har
00:26:17.190	00:26:17.200 align:start position:0%	manipulerat annonsen och vi har lagt till
00:26:17.200	00:26:18.630 align:start position:0%	manipulerat annonsen och vi har lagt till
00:26:18.630	00:26:18.640 align:start position:0%	ett ansikte
00:26:18.640	00:26:20.470 align:start position:0%	ett ansikte
00:26:20.470	00:26:20.480 align:start position:0%	och nu måste vi
00:26:20.480	00:26:21.750 align:start position:0%	och nu måste vi
00:26:21.750	00:26:21.760 align:start position:0%	berätta för
00:26:21.760	00:26:23.990 align:start position:0%	berätta för
00:26:23.990	00:26:24.000 align:start position:0%	Google Documents vad som kommer att hända
00:26:24.000	00:26:26.710 align:start position:0%	Google Documents vad som kommer att hända
00:26:26.710	00:26:26.720 align:start position:0%	med dessa svar
00:26:26.720	00:26:27.909 align:start position:0%	med dessa svar
00:26:27.909	00:26:27.919 align:start position:0%	så  återigen går
00:26:27.919	00:26:30.470 align:start position:0%	så  återigen går
00:26:30.470	00:26:30.480 align:start position:0%	jag till svarsfliken och
00:26:30.480	00:26:32.870 align:start position:0%	jag till svarsfliken och
00:26:32.870	00:26:32.880 align:start position:0%	klickar på de tre knapparna som de tre
00:26:32.880	00:26:34.630 align:start position:0%	klickar på de tre knapparna som de tre
00:26:34.630	00:26:34.640 align:start position:0%	prickarna
00:26:34.640	00:26:36.310 align:start position:0%	prickarna
00:26:36.310	00:26:36.320 align:start position:0%	och jag väljer
00:26:36.320	00:26:38.950 align:start position:0%	och jag väljer
00:26:38.950	00:26:38.960 align:start position:0%	en svarsdestination som kommer att
00:26:38.960	00:26:41.590 align:start position:0%	en svarsdestination som kommer att
00:26:41.590	00:26:41.600 align:start position:0%	vara samma som
00:26:41.600	00:26:46.310 align:start position:0%	vara samma som
00:26:46.310	00:26:46.320 align:start position:0%	 
00:26:46.320	00:26:48.549 align:start position:0%	 
00:26:48.549	00:26:48.559 align:start position:0%	och det kallas
00:26:48.559	00:26:50.710 align:start position:0%	och det kallas
00:26:50.710	00:26:50.720 align:start position:0%	kopiera
00:26:50.720	00:26:53.029 align:start position:0%	kopiera
00:26:53.029	00:26:53.039 align:start position:0%	i filnamnet
00:26:53.039	00:26:56.549 align:start position:0%	i filnamnet
